Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Competitors
Operations Manager,$55000 - $228000,Conduct financial analysis to support decision making,3.7,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",1989,Public,Health,Financial,$500M,"MoneyWorks, CapitalInsights"
Marketing Manager,$185000 - $138000,Conduct financial analysis to support decision making,3.6,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",1982,Public,Software,Financial,$500M,"MoneyWorks, CapitalInsights"
Data Scientist,$143000 - $171000,Analyze business processes and provide solutions,3.1,Business Gurus,"Dallas, TX","Dallas, TX","1,000-5,000",1982,Public,Technology,Professional Services,$400M,"ConsultMaster, BizExperts"
Software Engineer,$174000 - $89000,Lead and manage projects to successful completion,3.4,Project Leads,"Denver, CO","Denver, CO","500-1,000",1986,Private,Software,Services,$300M,"TeamPro, ProjectSolutions"
Financial Analyst,$155000 - $212000,Lead marketing campaigns and strategies,4.5,Market Leaders,"Chicago, IL","Chicago, IL",200-500,1996,Private,Consulting,Services,$100M,"AdFocus, BrandBoost"
Project Manager,$184000 - $107000,Analyze and interpret complex data using ML techniques,4.9,Tech Innovators,"New York, NY","San Francisco, CA","1,000-5,000",1983,Private,Finance,IT,$500M,"DataWorld, Insight Global"
Project Manager,$177000 - $104000,Oversee product development from ideation to launch,4.9,Global Tech,"Seattle, WA","San Jose, CA","5,000-10,000",1990,Public,Software,Consumer Goods,$1B+,"InnovationHub, MarketPro"
Product Manager,$70000 - $209000,Lead and manage projects to successful completion,4.6,Project Leads,"Denver, CO","Denver, CO","500-1,000",1986,Private,Consulting,Services,$300M,"TeamPro, ProjectSolutions"
Software Engineer,$69000 - $223000,Conduct financial analysis to support decision making,4.4,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",2009,Public,Health,Financial,$500M,"MoneyWorks, CapitalInsights"
UX Designer,$176000 - $243000,Lead and manage projects to successful completion,4.5,Project Leads,"Denver, CO","Denver, CO","500-1,000",2000,Private,Education,Services,$300M,"TeamPro, ProjectSolutions"
Data Analyst,$73000 - $122000,Biology expert to teach students,4.9,bio,"Miami, FL","Miami, FL",200-500,2009,Private,Technology,Services,$15M,"Chaithanya,narayana"
Marketing Manager,$128000 - $86000,Design user interfaces and improve user experiences,3.8,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",2015,Private,Education,Creative,$250M,"UserFlow, ExperienceHub"
UX Designer,$184000 - $163000,Lead and manage projects to successful completion,4.5,Project Leads,"Denver, CO","Denver, CO","500-1,000",2005,Private,Marketing,Services,$300M,"TeamPro, ProjectSolutions"
Financial Analyst,$67000 - $141000,Prepare and manage financial records and reports,4.7,Finance Corp,"Atlanta, GA","Atlanta, GA",200-500,2014,Public,Consulting,Financial,$100M,"Accounting Solutions, TaxPro"
Marketing Manager,$180000 - $245000,Conduct financial analysis to support decision making,4.3,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",1981,Public,Software,Financial,$500M,"MoneyWorks, CapitalInsights"
Product Manager,$130000 - $140000,Conduct financial analysis to support decision making,3.3,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",2010,Public,Marketing,Financial,$500M,"MoneyWorks, CapitalInsights"
Data Scientist,$94000 - $223000,Lead and manage projects to successful completion,4.0,Project Leads,"Denver, CO","Denver, CO","500-1,000",2015,Private,Consulting,Services,$300M,"TeamPro, ProjectSolutions"
Software Engineer,$193000 - $117000,Oversee product development from ideation to launch,4.3,Global Tech,"Seattle, WA","San Jose, CA","5,000-10,000",1985,Public,Technology,Consumer Goods,$1B+,"InnovationHub, MarketPro"
Data Analyst,$141000 - $243000,Manage human resources and employee relations,4.1,People Solutions,"Miami, FL","Miami, FL",200-500,2017,Private,Retail,Services,$150M,"Workplace Solutions, HR Hub"
Operations Manager,$187000 - $236000,Lead and manage projects to successful completion,3.3,Project Leads,"Denver, CO","Denver, CO","500-1,000",1986,Private,Finance,Services,$300M,"TeamPro, ProjectSolutions"
Sales Manager,$91000 - $165000,Prepare and manage financial records and reports,3.6,Finance Corp,"Atlanta, GA","Atlanta, GA",200-500,1999,Public,Consulting,Financial,$100M,"Accounting Solutions, TaxPro"
Project Manager,$143000 - $124000,Conduct financial analysis to support decision making,3.7,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",1983,Public,Marketing,Financial,$500M,"MoneyWorks, CapitalInsights"
Operations Manager,$185000 - $125000,Design user interfaces and improve user experiences,4.2,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",1984,Private,Health,Creative,$250M,"UserFlow, ExperienceHub"
Marketing Manager,$55000 - $86000,Biology expert to teach students,4.0,bio,"Miami, FL","Miami, FL",200-500,2022,Private,Marketing,Services,$15M,"Chaithanya,narayana"
Project Manager,$145000 - $202000,Analyze and interpret complex data using ML techniques,5.0,Tech Innovators,"New York, NY","San Francisco, CA","1,000-5,000",1983,Private,Consulting,IT,$500M,"DataWorld, Insight Global"
UX Designer,$110000 - $139000,Design user interfaces and improve user experiences,4.8,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",1973,Private,Education,Creative,$250M,"UserFlow, ExperienceHub"
Data Scientist,$189000 - $227000,Analyze and interpret complex data using ML techniques,3.3,Tech Innovators,"New York, NY","San Francisco, CA","1,000-5,000",2017,Private,Education,IT,$500M,"DataWorld, Insight Global"
Product Manager,$105000 - $151000,Analyze business processes and provide solutions,3.8,Business Gurus,"Dallas, TX","Dallas, TX","1,000-5,000",1977,Public,Finance,Professional Services,$400M,"ConsultMaster, BizExperts"
Data Scientist,$182000 - $193000,Prepare and manage financial records and reports,4.3,Finance Corp,"Atlanta, GA","Atlanta, GA",200-500,2005,Public,Education,Financial,$100M,"Accounting Solutions, TaxPro"
UX Designer,$52000 - $115000,Design user interfaces and improve user experiences,4.5,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",1991,Private,Marketing,Creative,$250M,"UserFlow, ExperienceHub"
Data Analyst,$133000 - $164000,Oversee product development from ideation to launch,3.8,Global Tech,"Seattle, WA","San Jose, CA","5,000-10,000",1980,Public,Health,Consumer Goods,$1B+,"InnovationHub, MarketPro"
Marketing Manager,$182000 - $100000,Lead and manage projects to successful completion,3.2,Project Leads,"Denver, CO","Denver, CO","500-1,000",2001,Private,Marketing,Services,$300M,"TeamPro, ProjectSolutions"
Software Engineer,$139000 - $96000,Prepare and manage financial records and reports,3.6,Finance Corp,"Atlanta, GA","Atlanta, GA",200-500,2003,Public,Education,Financial,$100M,"Accounting Solutions, TaxPro"
Software Engineer,$52000 - $194000,Lead and manage projects to successful completion,3.2,Project Leads,"Denver, CO","Denver, CO","500-1,000",1991,Private,Finance,Services,$300M,"TeamPro, ProjectSolutions"
Operations Manager,$134000 - $102000,Conduct financial analysis to support decision making,3.7,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",2002,Public,Software,Financial,$500M,"MoneyWorks, CapitalInsights"
UX Designer,$93000 - $234000,Design user interfaces and improve user experiences,4.8,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",1976,Private,Education,Creative,$250M,"UserFlow, ExperienceHub"
Marketing Manager,$122000 - $163000,Analyze and interpret complex data using ML techniques,3.8,Tech Innovators,"New York, NY","San Francisco, CA","1,000-5,000",2022,Private,Finance,IT,$500M,"DataWorld, Insight Global"
Product Manager,$98000 - $143000,Lead marketing campaigns and strategies,3.8,Market Leaders,"Chicago, IL","Chicago, IL",200-500,1983,Private,Software,Services,$100M,"AdFocus, BrandBoost"
Marketing Manager,$176000 - $170000,Analyze business processes and provide solutions,3.4,Business Gurus,"Dallas, TX","Dallas, TX","1,000-5,000",1977,Public,Technology,Professional Services,$400M,"ConsultMaster, BizExperts"
Data Scientist,$141000 - $172000,Analyze and interpret complex data using ML techniques,4.8,Tech Innovators,"New York, NY","San Francisco, CA","1,000-5,000",1998,Private,Retail,IT,$500M,"DataWorld, Insight Global"
Sales Manager,$167000 - $188000,Analyze and interpret complex data using ML techniques,3.5,Tech Innovators,"New York, NY","San Francisco, CA","1,000-5,000",1979,Private,Health,IT,$500M,"DataWorld, Insight Global"
Sales Manager,$139000 - $134000,Manage human resources and employee relations,3.7,People Solutions,"Miami, FL","Miami, FL",200-500,2017,Private,Marketing,Services,$150M,"Workplace Solutions, HR Hub"
Operations Manager,$156000 - $108000,Biology expert to teach students,3.4,bio,"Miami, FL","Miami, FL",200-500,1982,Private,Retail,Services,$15M,"Chaithanya,narayana"
Data Scientist,$194000 - $88000,Prepare and manage financial records and reports,3.5,Finance Corp,"Atlanta, GA","Atlanta, GA",200-500,1978,Public,Technology,Financial,$100M,"Accounting Solutions, TaxPro"
Operations Manager,$80000 - $174000,Develop and maintain software systems,4.9,Code Masters,"Austin, TX","Austin, TX","500-1,000",2015,Public,Finance,Technology,$300M,"DevSoft, CodeTech"
UX Designer,$130000 - $129000,Analyze and interpret complex data using ML techniques,3.1,Tech Innovators,"New York, NY","San Francisco, CA","1,000-5,000",1980,Private,Health,IT,$500M,"DataWorld, Insight Global"
Project Manager,$168000 - $196000,Lead marketing campaigns and strategies,3.8,Market Leaders,"Chicago, IL","Chicago, IL",200-500,1979,Private,Consulting,Services,$100M,"AdFocus, BrandBoost"
UX Designer,$189000 - $96000,Conduct financial analysis to support decision making,4.0,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",2003,Public,Health,Financial,$500M,"MoneyWorks, CapitalInsights"
UX Designer,$87000 - $220000,Analyze business processes and provide solutions,3.6,Business Gurus,"Dallas, TX","Dallas, TX","1,000-5,000",1993,Public,Technology,Professional Services,$400M,"ConsultMaster, BizExperts"
Data Scientist,$62000 - $168000,Lead marketing campaigns and strategies,4.9,Market Leaders,"Chicago, IL","Chicago, IL",200-500,1992,Private,Consulting,Services,$100M,"AdFocus, BrandBoost"
Product Manager,$86000 - $158000,Biology expert to teach students,3.9,bio,"Miami, FL","Miami, FL",200-500,1997,Private,Technology,Services,$15M,"Chaithanya,narayana"
Data Scientist,$111000 - $190000,Lead marketing campaigns and strategies,3.6,Market Leaders,"Chicago, IL","Chicago, IL",200-500,1998,Private,Consulting,Services,$100M,"AdFocus, BrandBoost"
Sales Manager,$126000 - $105000,Lead and manage projects to successful completion,3.0,Project Leads,"Denver, CO","Denver, CO","500-1,000",1973,Private,Finance,Services,$300M,"TeamPro, ProjectSolutions"
UX Designer,$122000 - $131000,Prepare and manage financial records and reports,4.6,Finance Corp,"Atlanta, GA","Atlanta, GA",200-500,2004,Public,Health,Financial,$100M,"Accounting Solutions, TaxPro"
Product Manager,$158000 - $229000,Analyze and interpret complex data using ML techniques,3.6,Tech Innovators,"New York, NY","San Francisco, CA","1,000-5,000",2007,Private,Consulting,IT,$500M,"DataWorld, Insight Global"
Product Manager,$150000 - $239000,Oversee product development from ideation to launch,4.6,Global Tech,"Seattle, WA","San Jose, CA","5,000-10,000",1982,Public,Health,Consumer Goods,$1B+,"InnovationHub, MarketPro"
Software Engineer,$151000 - $99000,Lead marketing campaigns and strategies,3.2,Market Leaders,"Chicago, IL","Chicago, IL",200-500,2009,Private,Finance,Services,$100M,"AdFocus, BrandBoost"
Data Analyst,$182000 - $164000,Conduct financial analysis to support decision making,4.6,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",1988,Public,Software,Financial,$500M,"MoneyWorks, CapitalInsights"
Marketing Manager,$72000 - $189000,Biology expert to teach students,3.0,bio,"Miami, FL","Miami, FL",200-500,1970,Private,Education,Services,$15M,"Chaithanya,narayana"
Data Analyst,$77000 - $158000,Develop and maintain software systems,3.3,Code Masters,"Austin, TX","Austin, TX","500-1,000",1994,Public,Retail,Technology,$300M,"DevSoft, CodeTech"
Financial Analyst,$65000 - $237000,Biology expert to teach students,4.3,bio,"Miami, FL","Miami, FL",200-500,2022,Private,Education,Services,$15M,"Chaithanya,narayana"
Data Scientist,$112000 - $225000,Prepare and manage financial records and reports,4.0,Finance Corp,"Atlanta, GA","Atlanta, GA",200-500,2019,Public,Finance,Financial,$100M,"Accounting Solutions, TaxPro"
Sales Manager,$110000 - $103000,Oversee product development from ideation to launch,3.2,Global Tech,"Seattle, WA","San Jose, CA","5,000-10,000",1980,Public,Consulting,Consumer Goods,$1B+,"InnovationHub, MarketPro"
Financial Analyst,$90000 - $105000,Oversee product development from ideation to launch,3.5,Global Tech,"Seattle, WA","San Jose, CA","5,000-10,000",2013,Public,Retail,Consumer Goods,$1B+,"InnovationHub, MarketPro"
Project Manager,$138000 - $247000,Conduct financial analysis to support decision making,3.7,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",1999,Public,Marketing,Financial,$500M,"MoneyWorks, CapitalInsights"
Product Manager,$164000 - $225000,Lead marketing campaigns and strategies,3.2,Market Leaders,"Chicago, IL","Chicago, IL",200-500,1990,Private,Finance,Services,$100M,"AdFocus, BrandBoost"
Project Manager,$134000 - $111000,Conduct financial analysis to support decision making,3.2,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",2001,Public,Technology,Financial,$500M,"MoneyWorks, CapitalInsights"
Sales Manager,$74000 - $143000,Oversee product development from ideation to launch,3.7,Global Tech,"Seattle, WA","San Jose, CA","5,000-10,000",1979,Public,Education,Consumer Goods,$1B+,"InnovationHub, MarketPro"
Operations Manager,$142000 - $196000,Conduct financial analysis to support decision making,4.9,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",2007,Public,Education,Financial,$500M,"MoneyWorks, CapitalInsights"
Data Scientist,$61000 - $115000,Oversee product development from ideation to launch,3.7,Global Tech,"Seattle, WA","San Jose, CA","5,000-10,000",1990,Public,Consulting,Consumer Goods,$1B+,"InnovationHub, MarketPro"
Financial Analyst,$192000 - $134000,Design user interfaces and improve user experiences,3.8,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",1976,Private,Finance,Creative,$250M,"UserFlow, ExperienceHub"
Data Scientist,$68000 - $207000,Conduct financial analysis to support decision making,3.0,Finance Pros,"Boston, MA","Boston, MA","1,000-5,000",1987,Public,Retail,Financial,$500M,"MoneyWorks, CapitalInsights"
UX Designer,$189000 - $85000,Manage human resources and employee relations,3.6,People Solutions,"Miami, FL","Miami, FL",200-500,2019,Private,Education,Services,$150M,"Workplace Solutions, HR Hub"
Data Analyst,$61000 - $212000,Lead marketing campaigns and strategies,4.3,Market Leaders,"Chicago, IL","Chicago, IL",200-500,2018,Private,Retail,Services,$100M,"AdFocus, BrandBoost"
Software Engineer,$146000 - $147000,Oversee product development from ideation to launch,3.4,Global Tech,"Seattle, WA","San Jose, CA","5,000-10,000",1977,Public,Finance,Consumer Goods,$1B+,"InnovationHub, MarketPro"
Sales Manager,$111000 - $194000,Design user interfaces and improve user experiences,3.5,Creative Minds,"Los Angeles, CA","Los Angeles, CA","500-1,000",1981,Private,Education,Creative,$250M,"UserFlow, ExperienceHub"
Marketing Manager,$152000 - $119000,Lead marketing campaigns and strategies,3.3,Market Leaders,"Chicago, IL","Chicago, IL",200-500,2009,Private,Marketing,Services,$100M,"AdFocus, BrandBoost"
Operations Manager,$189000 - $183000,Develop and maintain software systems,3.2,Code Masters,"Austin, TX","Austin, TX","500-1,000",2003,Public,Finance,Technology,$300M,"DevSoft, CodeTech"
Data Analyst,$114000 - $244000,Lead marketing campaigns and strategies,4.5,Market Leaders,"Chicago, IL","Chicago, IL",200-500,2000,Private,Retail,Services,$100M,"AdFocus, BrandBoost"
